ip_id,sim_score,testcase_id,usecase_id
20,0.8251068222474082,17,use_case_3
4,0.8113313741520709,17,use_case_4
8,0.8052349126944834,17,use_case_4
9,0.8133664451372091,17,use_case_4
15,0.824712236838842,17,use_case_4
20,0.8146478309474979,17,use_case_4
4,0.8355910052735612,17,use_case_5
20,0.8466960080077489,17,use_case_5
8,0.8201297750231686,18,use_case_1
15,0.8013507553401392,18,use_case_1
4,0.8070362276165508,18,use_case_2
8,0.8350537539642213,18,use_case_2
15,0.8023925221170708,18,use_case_2
2,0.8005270813590101,18,use_case_3
8,0.8134751553204255,18,use_case_3
8,0.827106295953987,18,use_case_4
15,0.8117111391337662,18,use_case_4
20,0.8003078006850513,18,use_case_4
2,0.8053923907460616,18,use_case_5
4,0.8035153910313924,18,use_case_5
8,0.8525263499152654,18,use_case_5
9,0.8073656873925744,18,use_case_5
14,0.810584767566238,18,use_case_5
15,0.8387409625637074,18,use_case_5
20,0.801890467836934,18,use_case_5
4,0.8008649370804904,19,use_case_1
8,0.8532080752714811,19,use_case_1
9,0.8065929545162909,19,use_case_1
15,0.8028604021672476,19,use_case_1
8,0.8417963149873713,19,use_case_2
9,0.8074027907771223,19,use_case_2
8,0.8294559991850343,19,use_case_3
8,0.8438850235137688,19,use_case_4
15,0.8012059488214107,19,use_case_4
8,0.825663767170598,19,use_case_5
8,0.8013846352765789,20,use_case_1
9,0.8075468556771229,20,use_case_1
15,0.8113170507280443,20,use_case_1
4,0.8210761965404726,20,use_case_2
8,0.8104619989056062,20,use_case_2
9,0.8077083383665074,20,use_case_2
13,0.8015584420069588,20,use_case_2
15,0.8246234488099826,20,use_case_2
20,0.8351537595802853,20,use_case_2
4,0.811408553554771,20,use_case_3
15,0.8001324466674685,20,use_case_3
20,0.8144989691776974,20,use_case_3
8,0.8249423706550135,20,use_case_4
15,0.8549516457375125,20,use_case_4
4,0.8799145161409342,20,use_case_5
8,0.8119022436014269,20,use_case_5
9,0.8085832174912861,20,use_case_5
20,0.862534373874382,20,use_case_5
2,0.8006664595526672,21,use_case_5
8,0.8070290981796238,22,use_case_1
9,0.8031440433384903,22,use_case_1
15,0.8074063315961921,22,use_case_1
7,0.8014675554390729,22,use_case_2
8,0.8203201366222674,22,use_case_2
9,0.8130147028370817,22,use_case_2
15,0.8153904159630998,22,use_case_2
8,0.8049470445984256,22,use_case_3
2,0.8049346390089026,23,use_case_5
21,0.8310212649548209,24,use_case_1
21,0.8065006349497885,24,use_case_2
4,0.8128364014708562,25,use_case_1
9,0.8025619347245794,25,use_case_1
20,0.8046405818161549,25,use_case_1
4,0.8270705635446022,25,use_case_3
20,0.833321719637545,25,use_case_3
4,0.8116205272158703,25,use_case_4
8,0.8056394245131888,25,use_case_4
9,0.8061633889151535,25,use_case_4
15,0.809004706008063,25,use_case_4
20,0.8018880286432531,25,use_case_4
15,0.8028820440318438,25,use_case_5
2,0.8535759748333857,26,use_case_1
8,0.8134552031458425,26,use_case_1
14,0.8007702330673696,26,use_case_1
15,0.8034945454336161,26,use_case_1
0,0.8075515051091126,26,use_case_2
2,0.8366594855752809,26,use_case_2
4,0.8001801625605985,26,use_case_2
8,0.816638397927597,26,use_case_2
14,0.8019588334045963,26,use_case_2
15,0.8043514451767207,26,use_case_2
2,0.8055690725695396,26,use_case_3
8,0.8106954111750796,26,use_case_3
15,0.8076506957799511,26,use_case_3
2,0.808733892837045,26,use_case_4
4,0.8090710495637874,26,use_case_4
8,0.8478291966659366,26,use_case_4
9,0.8045479719443731,26,use_case_4
15,0.8176713724940547,26,use_case_4
2,0.8316838650480831,26,use_case_5
4,0.8239476565594257,26,use_case_5
8,0.8328889721869259,26,use_case_5
9,0.810176108677319,26,use_case_5
14,0.8120205995416598,26,use_case_5
15,0.8174273884229406,26,use_case_5
20,0.8175208023078082,26,use_case_5
2,0.8229814523079723,27,use_case_1
8,0.8120455308532321,27,use_case_1
9,0.8099208863891405,27,use_case_1
15,0.8116285330687067,27,use_case_1
2,0.8201906319889596,27,use_case_2
8,0.8171288741413318,27,use_case_3
15,0.8288701059188166,27,use_case_3
2,0.8244437442915695,27,use_case_4
15,0.8022232546056036,27,use_case_4
2,0.8023962375983016,27,use_case_5
4,0.8134310782035477,27,use_case_5
8,0.8067578075657166,27,use_case_5
15,0.8112394566613705,27,use_case_5
20,0.8061859282023826,27,use_case_5
2,0.8054294152229293,28,use_case_1
2,0.8080066112278116,28,use_case_2
2,0.8022333784248199,28,use_case_3
2,0.8156897274203225,28,use_case_4
8,0.804632966570714,28,use_case_5
2,0.8017924484424975,29,use_case_1
8,0.808228955327492,29,use_case_1
9,0.8106789525343967,29,use_case_1
15,0.8063763111376816,29,use_case_1
21,0.8101256056015691,29,use_case_1
4,0.8117512188210987,29,use_case_2
8,0.8397684431682079,29,use_case_2
9,0.8069016436159192,29,use_case_2
14,0.8002226273870331,29,use_case_2
15,0.8141790839489619,29,use_case_2
20,0.8083677538729159,29,use_case_2
4,0.8098700075133033,29,use_case_3
8,0.849341639476357,29,use_case_3
9,0.8034648934460039,29,use_case_3
15,0.8093552860464165,29,use_case_3
4,0.8018089011734848,30,use_case_2
20,0.8043774237942359,30,use_case_2
4,0.8219302421408694,30,use_case_3
8,0.8121791939642864,30,use_case_3
9,0.8326127760149232,30,use_case_3
15,0.8003090740709039,30,use_case_3
20,0.8119464553098664,30,use_case_3
4,0.813473396937593,30,use_case_4
14,0.8035551870912438,30,use_case_4
20,0.8185661235413729,30,use_case_4
21,0.811293088018681,30,use_case_4
4,0.810676584131032,30,use_case_5
9,0.8154566172770802,30,use_case_5
20,0.8053053485872184,30,use_case_5
